monitoring_id,monitoring_date,monitoring_time,model_name,model_version,accuracy,precision,recall,f1_score,auc_roc,predictions_count,avg_inference_time_ms,data_drift_score,feature_importance_shift,null_predictions_percent,model_type,is_anomaly,alert_level
MON-000345,2026-02-20,08:00,CREDIT_SCORING_V2,v4.1,0.8623,0.8599,0.8742,0.8569,0.9057,452,29.99,0.25,0.1856,1.08,Classification,False,OK
MON-000346,2026-02-20,20:00,CREDIT_SCORING_V2,v1.2,0.7999,0.7904,0.8062,0.7812,0.8406,19308,20.04,0.1878,0.1604,0.76,Classification,True,WARNING
MON-000347,2026-02-21,08:00,CREDIT_SCORING_V2,v3.8,0.8487,0.834,0.8585,0.8204,0.9017,7101,22.37,0.312,0.0701,1.25,Classification,True,WARNING
MON-000348,2026-02-21,20:00,CREDIT_SCORING_V2,v1.7,0.8489,0.8648,0.8593,0.8264,0.9064,5659,10.05,0.5419,0.1197,1.46,Classification,True,WARNING
MON-000349,2026-02-22,08:00,CREDIT_SCORING_V2,v1.7,0.8611,0.8563,0.8742,0.8467,0.9009,275,12.76,0.5274,0.1013,0.28,Classification,True,WARNING
MON-000350,2026-02-22,20:00,CREDIT_SCORING_V2,v3.2,0.8504,0.835,0.865,0.8378,0.8862,5591,14.42,0.2993,0.0439,4.48,Classification,False,OK
MON-000351,2026-02-23,08:00,CREDIT_SCORING_V2,v3.2,0.8219,0.8217,0.8399,0.8246,0.8602,3641,15.03,0.3247,0.0716,0.72,Classification,True,WARNING
MON-000352,2026-02-23,20:00,CREDIT_SCORING_V2,v1.4,0.8113,0.8114,0.8179,0.8032,0.8568,4146,20.27,0.5648,0.1695,0.63,Classification,True,WARNING
MON-000353,2026-02-24,08:00,CREDIT_SCORING_V2,v3.5,0.8573,0.8661,0.8699,0.8376,0.9231,1961,12.89,0.3268,0.3176,1.16,Classification,True,WARNING
MON-000354,2026-02-24,20:00,CREDIT_SCORING_V2,v1.1,0.8347,0.8227,0.8372,0.8232,0.8853,3511,10.84,0.0626,0.1515,1.01,Classification,False,OK
MON-000355,2026-02-25,08:00,CREDIT_SCORING_V2,v2.7,0.8379,0.8495,0.8482,0.8244,0.9072,1045,21.18,0.4688,0.0815,3.42,Classification,True,WARNING
MON-000356,2026-02-25,20:00,CREDIT_SCORING_V2,v3.7,0.8273,0.8405,0.8204,0.8112,0.8852,3219,19.46,0.1825,0.117,0.85,Classification,False,OK
MON-000357,2026-02-26,08:00,CREDIT_SCORING_V2,v3.7,0.8447,0.8456,0.8183,0.8441,0.8885,833,23.3,0.269,0.2435,0.63,Classification,False,OK
MON-000358,2026-02-26,20:00,CREDIT_SCORING_V2,v2.1,0.843,0.849,0.8647,0.82,0.8943,8273,58.74,0.2013,0.1556,2.1,Classification,False,OK
MON-000359,2026-02-27,08:00,CREDIT_SCORING_V2,v4.0,0.82,0.8281,0.8229,0.8095,0.8647,6950,10.65,0.327,0.2161,10.09,Classification,True,WARNING
MON-000360,2026-02-27,20:00,CREDIT_SCORING_V2,v3.4,0.8598,0.8538,0.8623,0.8483,0.8989,6160,20.42,0.1344,0.1063,2.15,Classification,False,OK
MON-000361,2026-02-28,08:00,CREDIT_SCORING_V2,v4.6,0.6814,0.6675,0.6949,0.6856,0.7283,659,19.61,0.5252,0.2221,2.1,Classification,True,CRITICAL
MON-000362,2026-02-28,20:00,CREDIT_SCORING_V2,v2.7,0.8729,0.867,0.8629,0.8352,0.9308,3259,21.15,0.2099,0.1086,10.48,Classification,False,OK
MON-000363,2026-03-01,08:00,CREDIT_SCORING_V2,v3.8,0.8486,0.831,0.847,0.8435,0.8928,6146,57.73,0.4689,0.0582,1.18,Classification,True,WARNING
MON-000364,2026-03-01,20:00,CREDIT_SCORING_V2,v3.5,0.8426,0.8473,0.8338,0.8149,0.8902,6398,5.46,0.6337,0.1268,1.24,Classification,True,WARNING
MON-000365,2026-03-02,08:00,CREDIT_SCORING_V2,v1.6,0.8141,0.8301,0.8113,0.7829,0.8582,17576,16.49,0.304,0.1454,1.89,Classification,True,WARNING
MON-000366,2026-03-02,20:00,CREDIT_SCORING_V2,v4.4,0.8551,0.8465,0.8492,0.8287,0.9186,1137,20.0,0.1963,0.0488,0.24,Classification,False,OK
MON-000367,2026-03-03,08:00,CREDIT_SCORING_V2,v1.9,0.8435,0.8389,0.8352,0.8121,0.8917,2198,25.99,0.4893,0.1362,0.67,Classification,True,WARNING
MON-000368,2026-03-03,20:00,CREDIT_SCORING_V2,v1.3,0.8477,0.8452,0.8535,0.8424,0.8945,4598,28.45,0.0225,0.2184,0.13,Classification,False,OK
MON-000369,2026-03-04,08:00,CREDIT_SCORING_V2,v1.2,0.8706,0.8912,0.8427,0.869,0.9176,3528,8.45,0.5281,0.2374,4.71,Classification,True,WARNING
MON-000370,2026-03-04,20:00,CREDIT_SCORING_V2,v1.4,0.8616,0.8571,0.8814,0.8375,0.9149,7015,18.29,0.3322,0.0308,0.62,Classification,True,WARNING
MON-000371,2026-03-05,08:00,CREDIT_SCORING_V2,v4.2,0.8665,0.8777,0.8558,0.8471,0.9174,468,12.47,0.4252,0.2348,0.94,Classification,True,WARNING
MON-000372,2026-03-05,20:00,CREDIT_SCORING_V2,v4.1,0.796,0.7963,0.8033,0.7911,0.8556,2147,23.99,0.3066,0.1603,1.22,Classification,True,WARNING
MON-000373,2026-03-06,08:00,CREDIT_SCORING_V2,v2.6,0.84,0.8083,0.8481,0.8396,0.8862,2163,21.65,0.1038,0.0579,1.29,Classification,False,OK
MON-000374,2026-03-06,20:00,CREDIT_SCORING_V2,v4.1,0.8123,0.8073,0.8079,0.7976,0.8801,6521,14.95,0.2881,0.3067,1.89,Classification,False,OK
MON-000375,2026-03-07,08:00,CREDIT_SCORING_V2,v3.7,0.8536,0.8624,0.8601,0.8322,0.8964,9916,48.85,0.2739,0.1796,4.01,Classification,False,OK
MON-000376,2026-03-07,20:00,CREDIT_SCORING_V2,v4.8,0.8065,0.8015,0.7903,0.7765,0.8577,4123,17.31,0.1627,0.3783,0.12,Classification,False,OK
MON-000377,2026-03-08,08:00,CREDIT_SCORING_V2,v4.1,0.8652,0.8703,0.857,0.8361,0.9199,22025,17.02,0.1002,0.496,3.56,Classification,False,OK
MON-000378,2026-03-08,20:00,CREDIT_SCORING_V2,v1.2,0.8755,0.8928,0.8719,0.874,0.9253,2796,12.77,0.4306,0.1489,3.17,Classification,True,WARNING
MON-000379,2026-03-09,08:00,CREDIT_SCORING_V2,v1.6,0.8404,0.8456,0.8472,0.812,0.8906,1611,4.49,0.3215,0.1732,2.08,Classification,True,WARNING
MON-000380,2026-03-09,20:00,CREDIT_SCORING_V2,v4.3,0.8509,0.8446,0.8458,0.8377,0.8921,15193,20.68,0.1595,0.2216,1.1,Classification,False,OK
MON-000381,2026-03-10,08:00,CREDIT_SCORING_V2,v4.5,0.8751,0.8822,0.8727,0.8552,0.9318,2512,12.88,0.5775,0.1624,0.92,Classification,True,WARNING
MON-000382,2026-03-10,20:00,CREDIT_SCORING_V2,v1.5,0.8858,0.8907,0.8983,0.8647,0.9374,1417,22.04,0.1588,0.1306,1.01,Classification,False,OK
MON-000383,2026-03-11,08:00,CREDIT_SCORING_V2,v3.9,0.8778,0.8875,0.8837,0.845,0.928,8215,88.49,0.0398,0.2026,3.08,Classification,False,OK
MON-000384,2026-03-11,20:00,CREDIT_SCORING_V2,v4.3,0.8548,0.8539,0.8899,0.8355,0.8858,1452,22.22,0.3023,0.0705,2.83,Classification,True,WARNING
MON-000385,2026-03-12,08:00,CREDIT_SCORING_V2,v4.1,0.8763,0.8682,0.8627,0.8747,0.9319,5179,22.03,0.1229,0.2256,2.31,Classification,False,OK
MON-000386,2026-03-12,20:00,CREDIT_SCORING_V2,v3.7,0.8247,0.83,0.8054,0.8081,0.8809,11759,32.99,0.2701,0.0427,0.14,Classification,False,OK
MON-000387,2026-03-13,08:00,CREDIT_SCORING_V2,v1.8,0.8303,0.836,0.859,0.8192,0.8527,2990,39.27,0.2351,0.0546,0.38,Classification,False,OK
MON-000388,2026-03-13,20:00,CREDIT_SCORING_V2,v2.7,0.8627,0.8574,0.8666,0.831,0.9191,11013,22.23,0.079,0.1391,0.5,Classification,False,OK
MON-000389,2026-03-14,08:00,CREDIT_SCORING_V2,v2.3,0.8445,0.8291,0.8645,0.8265,0.8922,4528,22.06,0.0988,0.1139,0.28,Classification,False,OK
MON-000390,2026-03-14,20:00,CREDIT_SCORING_V2,v3.9,0.8574,0.8528,0.8423,0.8385,0.8908,643,15.25,0.4919,0.0821,8.42,Classification,True,WARNING
MON-000391,2026-03-15,08:00,CREDIT_SCORING_V2,v1.9,0.8622,0.8504,0.8549,0.8438,0.9025,7704,26.46,0.3614,0.1122,2.43,Classification,True,WARNING
MON-000392,2026-03-15,20:00,CREDIT_SCORING_V2,v4.0,0.8625,0.8598,0.8645,0.8495,0.9001,14095,27.09,0.1073,0.1731,5.79,Classification,False,OK
MON-000393,2026-03-16,08:00,CREDIT_SCORING_V2,v3.6,0.8068,0.8146,0.8068,0.7931,0.8483,4999,20.48,0.2296,0.1778,0.46,Classification,False,OK
MON-000394,2026-03-16,20:00,CREDIT_SCORING_V2,v4.3,0.8575,0.8374,0.8563,0.8307,0.9129,2154,11.03,0.215,0.2664,0.66,Classification,False,OK
MON-000395,2026-03-17,08:00,CREDIT_SCORING_V2,v1.3,0.8312,0.8343,0.8075,0.8074,0.8871,4063,22.11,0.1681,0.1484,2.26,Classification,False,OK
MON-000396,2026-03-17,20:00,CREDIT_SCORING_V2,v1.6,0.8489,0.8531,0.8472,0.832,0.9047,1785,29.57,0.1101,0.0662,0.95,Classification,False,OK
MON-000397,2026-03-18,08:00,CREDIT_SCORING_V2,v3.4,0.8349,0.8257,0.84,0.839,0.8823,12466,12.43,0.1037,0.1961,0.37,Classification,False,OK
MON-000398,2026-03-18,20:00,CREDIT_SCORING_V2,v2.1,0.8353,0.8388,0.8303,0.8113,0.9116,3948,22.86,0.2586,0.143,1.02,Classification,False,OK
MON-000399,2026-03-19,08:00,CREDIT_SCORING_V2,v2.1,0.8314,0.8431,0.8461,0.8102,0.8568,4367,29.29,0.3376,0.1259,0.67,Classification,True,WARNING
MON-000400,2026-03-19,20:00,CREDIT_SCORING_V2,v3.6,0.859,0.8633,0.8737,0.8385,0.8989,2634,23.61,0.335,0.1823,0.48,Classification,True,WARNING
MON-000401,2025-09-01,08:00,FRAUD_DETECTOR_V3,v1.4,0.8404,0.861,0.8437,0.8268,0.8929,9067,49.62,0.4498,0.1255,2.66,Classification,True,WARNING
MON-000402,2025-09-01,20:00,FRAUD_DETECTOR_V3,v4.6,0.8388,0.8396,0.8279,0.8314,0.8821,1241,14.13,0.4139,0.1914,2.9,Classification,True,WARNING
MON-000403,2025-09-02,08:00,FRAUD_DETECTOR_V3,v2.4,0.8371,0.8471,0.8424,0.8241,0.8843,33171,11.95,0.1809,0.1063,1.7,Classification,False,OK
MON-000404,2025-09-02,20:00,FRAUD_DETECTOR_V3,v2.0,0.8554,0.8758,0.8629,0.8282,0.9059,3224,12.67,0.2736,0.2425,0.07,Classification,False,OK
MON-000405,2025-09-03,08:00,FRAUD_DETECTOR_V3,v1.6,0.8266,0.8317,0.8281,0.8162,0.8736,3873,15.07,0.1951,0.2691,1.48,Classification,False,OK
MON-000406,2025-09-03,20:00,FRAUD_DETECTOR_V3,v3.4,0.8755,0.893,0.8643,0.8728,0.9117,1202,14.16,0.1425,0.6704,14.49,Classification,False,OK
MON-000407,2025-09-04,08:00,FRAUD_DETECTOR_V3,v2.3,0.7516,0.7562,0.7643,0.737,0.8099,16354,30.11,0.4985,0.1361,1.45,Classification,True,WARNING
MON-000408,2025-09-04,20:00,FRAUD_DETECTOR_V3,v3.6,0.8349,0.8494,0.8413,0.8156,0.8932,4885,7.74,0.2908,0.1428,0.16,Classification,False,OK
MON-000409,2025-09-05,08:00,FRAUD_DETECTOR_V3,v4.7,0.844,0.8329,0.8381,0.8443,0.9098,6777,14.05,0.1755,0.048,0.61,Classification,False,OK
MON-000410,2025-09-05,20:00,FRAUD_DETECTOR_V3,v2.6,0.8531,0.8537,0.8554,0.8232,0.8842,1763,32.34,0.2288,0.3684,0.14,Classification,False,OK
MON-000411,2025-09-06,08:00,FRAUD_DETECTOR_V3,v3.9,0.8399,0.8646,0.8261,0.8244,0.8976,11972,18.27,0.4911,0.3196,0.32,Classification,True,WARNING
MON-000412,2025-09-06,20:00,FRAUD_DETECTOR_V3,v4.0,0.8389,0.8207,0.8106,0.8255,0.8802,1675,10.76,0.2174,0.1788,0.11,Classification,False,OK
MON-000413,2025-09-07,08:00,FRAUD_DETECTOR_V3,v2.1,0.8652,0.8575,0.8423,0.8508,0.914,7684,15.69,0.3879,0.1655,2.11,Classification,True,WARNING
MON-000414,2025-09-07,20:00,FRAUD_DETECTOR_V3,v2.5,0.7981,0.8199,0.802,0.7884,0.8416,2096,38.32,0.3,0.3418,0.69,Classification,True,WARNING
MON-000415,2025-09-08,08:00,FRAUD_DETECTOR_V3,v3.0,0.832,0.8309,0.8275,0.8038,0.8724,930,18.29,0.3297,0.2045,0.39,Classification,True,WARNING
MON-000416,2025-09-08,20:00,FRAUD_DETECTOR_V3,v2.7,0.827,0.8259,0.8333,0.8078,0.8832,1877,23.42,0.1499,0.0804,0.62,Classification,False,OK
MON-000417,2025-09-09,08:00,FRAUD_DETECTOR_V3,v2.7,0.8354,0.8446,0.8479,0.815,0.9022,971,18.17,0.2538,0.0851,1.69,Classification,False,OK
MON-000418,2025-09-09,20:00,FRAUD_DETECTOR_V3,v3.1,0.8713,0.8839,0.8766,0.843,0.9411,2882,44.78,0.3088,0.2735,3.94,Classification,True,WARNING
MON-000419,2025-09-10,08:00,FRAUD_DETECTOR_V3,v4.4,0.8298,0.8261,0.8202,0.799,0.8902,14745,17.14,0.2728,0.1018,1.56,Classification,False,OK
MON-000420,2025-09-10,20:00,FRAUD_DETECTOR_V3,v1.7,0.8416,0.8252,0.8477,0.8371,0.8804,18305,15.12,0.2016,0.15,0.86,Classification,False,OK
MON-000421,2025-09-11,08:00,FRAUD_DETECTOR_V3,v2.7,0.8544,0.8451,0.8486,0.8389,0.9031,36147,28.73,0.0861,0.0799,0.72,Classification,False,OK
MON-000422,2025-09-11,20:00,FRAUD_DETECTOR_V3,v1.0,0.8277,0.8221,0.8229,0.802,0.8772,2389,26.97,0.2257,0.2285,1.44,Classification,False,OK
MON-000423,2025-09-12,08:00,FRAUD_DETECTOR_V3,v2.3,0.7977,0.7859,0.8134,0.7725,0.853,2780,18.47,0.6633,0.1201,1.21,Classification,True,WARNING
MON-000424,2025-09-12,20:00,FRAUD_DETECTOR_V3,v4.8,0.7922,0.7836,0.8008,0.776,0.8496,3959,22.13,0.4392,0.3462,0.76,Classification,True,WARNING
MON-000425,2025-09-13,08:00,FRAUD_DETECTOR_V3,v2.9,0.87,0.8701,0.8638,0.8615,0.9154,585,28.37,0.1804,0.2199,1.12,Classification,False,OK
MON-000426,2025-09-13,20:00,FRAUD_DETECTOR_V3,v4.3,0.8524,0.8439,0.8402,0.8267,0.9149,1709,15.17,0.2096,0.238,0.77,Classification,False,OK
MON-000427,2025-09-14,08:00,FRAUD_DETECTOR_V3,v3.3,0.8368,0.8544,0.8576,0.8255,0.9103,1663,29.98,0.2719,0.1204,3.67,Classification,False,OK
MON-000428,2025-09-14,20:00,FRAUD_DETECTOR_V3,v2.9,0.8365,0.8324,0.8358,0.8339,0.8901,1244,20.99,0.3345,0.0793,1.0,Classification,True,WARNING
MON-000429,2025-09-15,08:00,FRAUD_DETECTOR_V3,v1.5,0.8263,0.811,0.8091,0.8151,0.8706,2138,23.2,0.211,0.116,2.65,Classification,False,OK
MON-000430,2025-09-15,20:00,FRAUD_DETECTOR_V3,v3.0,0.8465,0.8583,0.8399,0.8217,0.9073,725,15.1,0.1731,0.17,0.05,Classification,False,OK
MON-000431,2025-09-16,08:00,FRAUD_DETECTOR_V3,v3.4,0.8577,0.89,0.8315,0.8395,0.9189,3303,19.99,0.4674,0.2446,3.99,Classification,True,WARNING
MON-000432,2025-09-16,20:00,FRAUD_DETECTOR_V3,v1.7,0.8254,0.8221,0.7862,0.8059,0.8823,614,13.0,0.4716,0.2874,2.47,Classification,True,WARNING
MON-000433,2025-09-17,08:00,FRAUD_DETECTOR_V3,v4.6,0.8484,0.851,0.8627,0.8268,0.8984,1649,15.35,0.4312,0.0743,4.92,Classification,True,WARNING
MON-000434,2025-09-17,20:00,FRAUD_DETECTOR_V3,v4.5,0.826,0.839,0.8128,0.8092,0.89,556,35.3,0.1298,0.334,1.87,Classification,False,OK
MON-000435,2025-09-18,08:00,FRAUD_DETECTOR_V3,v3.8,0.8414,0.8376,0.8231,0.8195,0.8818,9398,11.83,0.1997,0.0582,0.98,Classification,False,OK
MON-000436,2025-09-18,20:00,FRAUD_DETECTOR_V3,v4.8,0.832,0.8507,0.8235,0.8061,0.8813,22158,14.97,0.4272,0.1241,1.07,Classification,True,WARNING
MON-000437,2025-09-19,08:00,FRAUD_DETECTOR_V3,v3.1,0.8614,0.8453,0.8563,0.8487,0.9304,1746,13.17,0.1031,0.0479,0.6,Classification,False,OK
MON-000438,2025-09-19,20:00,FRAUD_DETECTOR_V3,v2.7,0.8433,0.8421,0.8344,0.8357,0.8931,1266,24.31,0.0913,0.1934,4.84,Classification,False,OK
MON-000439,2025-09-20,08:00,FRAUD_DETECTOR_V3,v4.5,0.8201,0.812,0.8065,0.8138,0.8704,5769,40.63,0.2245,0.2398,5.31,Classification,False,OK
MON-000440,2025-09-20,20:00,FRAUD_DETECTOR_V3,v2.8,0.8415,0.8302,0.8409,0.8146,0.8937,1606,17.82,0.285,0.2157,1.22,Classification,False,OK
MON-000441,2025-09-21,08:00,FRAUD_DETECTOR_V3,v2.8,0.8629,0.855,0.8593,0.8555,0.9038,894,7.41,0.2511,0.205,1.39,Classification,False,OK
MON-000442,2025-09-21,20:00,FRAUD_DETECTOR_V3,v4.6,0.8189,0.8241,0.8444,0.8182,0.8575,528,28.49,0.2508,0.0918,0.84,Classification,False,OK
MON-000443,2025-09-22,08:00,FRAUD_DETECTOR_V3,v3.6,0.8376,0.8468,0.8321,0.8106,0.8822,858,19.02,0.185,0.2567,0.41,Classification,False,OK
MON-000444,2025-09-22,20:00,FRAUD_DETECTOR_V3,v3.9,0.8351,0.8422,0.8345,0.8097,0.8833,9670,25.24,0.2823,0.1078,0.37,Classification,False,OK
MON-000445,2025-09-23,08:00,FRAUD_DETECTOR_V3,v1.1,0.8473,0.8325,0.8335,0.818,0.909,10173,28.34,0.4825,0.0518,1.28,Classification,True,WARNING
MON-000446,2025-09-23,20:00,FRAUD_DETECTOR_V3,v1.1,0.8388,0.8443,0.8485,0.8113,0.8914,1801,14.82,0.2745,0.1273,2.22,Classification,False,OK
MON-000447,2025-09-24,08:00,FRAUD_DETECTOR_V3,v1.9,0.8504,0.8492,0.8753,0.8474,0.9155,4715,11.44,0.6597,0.2005,0.5,Classification,True,WARNING
MON-000448,2025-09-24,20:00,FRAUD_DETECTOR_V3,v4.1,0.8287,0.8229,0.8272,0.8033,0.8841,10850,11.15,0.3131,0.3708,7.51,Classification,True,WARNING
MON-000449,2025-09-25,08:00,FRAUD_DETECTOR_V3,v4.9,0.8395,0.8374,0.8301,0.8298,0.8982,817,50.35,0.5288,0.1587,0.22,Classification,True,WARNING
MON-000450,2025-09-25,20:00,FRAUD_DETECTOR_V3,v1.7,0.8389,0.8555,0.8416,0.807,0.8952,3786,15.46,0.1037,0.1289,0.16,Classification,False,OK
MON-000451,2025-09-26,08:00,FRAUD_DETECTOR_V3,v1.4,0.8788,0.876,0.8859,0.8478,0.9447,510,16.0,0.4746,0.1685,0.44,Classification,True,WARNING
MON-000452,2025-09-26,20:00,FRAUD_DETECTOR_V3,v4.3,0.8492,0.8568,0.8926,0.8244,0.8998,2417,26.69,0.1368,0.0275,0.27,Classification,False,OK
MON-000453,2025-09-27,08:00,FRAUD_DETECTOR_V3,v2.7,0.8598,0.8702,0.8576,0.8483,0.9108,6502,19.46,0.1395,0.1604,0.87,Classification,False,OK
MON-000454,2025-09-27,20:00,FRAUD_DETECTOR_V3,v4.1,0.8797,0.8885,0.8746,0.8602,0.9191,12096,6.45,0.4064,0.3817,1.18,Classification,True,WARNING
MON-000455,2025-09-28,08:00,FRAUD_DETECTOR_V3,v2.7,0.8479,0.8434,0.8306,0.8303,0.9069,5682,11.77,0.1259,0.1827,4.16,Classification,False,OK
MON-000456,2025-09-28,20:00,FRAUD_DETECTOR_V3,v1.5,0.8383,0.8343,0.8338,0.8138,0.8834,314,22.11,0.4362,0.0684,1.33,Classification,True,WARNING
MON-000457,2025-09-29,08:00,FRAUD_DETECTOR_V3,v4.6,0.8231,0.8259,0.8168,0.8013,0.8804,984,12.44,0.1573,0.2063,0.02,Classification,False,OK
MON-000458,2025-09-29,20:00,FRAUD_DETECTOR_V3,v4.0,0.8182,0.8127,0.8264,0.7906,0.8701,2327,44.01,0.0728,0.2473,1.29,Classification,False,OK
MON-000459,2025-09-30,08:00,FRAUD_DETECTOR_V3,v3.3,0.6949,0.6864,0.6909,0.6877,0.7334,3875,10.66,0.1693,0.0544,0.53,Classification,True,CRITICAL
MON-000460,2025-09-30,20:00,FRAUD_DETECTOR_V3,v3.4,0.8605,0.8615,0.8452,0.8467,0.9115,3586,11.47,0.6308,0.0431,1.61,Classification,True,WARNING
MON-000461,2025-10-01,08:00,FRAUD_DETECTOR_V3,v3.4,0.852,0.8439,0.8361,0.832,0.8977,1479,11.89,0.2803,0.3264,1.52,Classification,False,OK
MON-000462,2025-10-01,20:00,FRAUD_DETECTOR_V3,v4.3,0.8381,0.8338,0.8318,0.8181,0.8738,8139,25.85,0.1636,0.2403,0.47,Classification,False,OK
MON-000463,2025-10-02,08:00,FRAUD_DETECTOR_V3,v1.6,0.8376,0.8349,0.8489,0.8235,0.891,3191,10.91,0.2857,0.1184,1.3,Classification,False,OK
MON-000464,2025-10-02,20:00,FRAUD_DETECTOR_V3,v1.0,0.8228,0.8172,0.8254,0.8156,0.8899,962,43.61,0.3611,0.3311,0.37,Classification,True,WARNING
MON-000465,2025-10-03,08:00,FRAUD_DETECTOR_V3,v1.2,0.8527,0.8501,0.8597,0.8293,0.8929,1656,37.7,0.172,0.0899,0.44,Classification,False,OK
MON-000466,2025-10-03,20:00,FRAUD_DETECTOR_V3,v3.8,0.8307,0.8264,0.8309,0.8207,0.8539,45318,31.58,0.617,0.1368,4.63,Classification,True,WARNING
MON-000467,2025-10-04,08:00,FRAUD_DETECTOR_V3,v3.5,0.8375,0.8579,0.8434,0.8144,0.9078,10989,8.75,0.7389,0.2526,2.24,Classification,True,WARNING
MON-000468,2025-10-04,20:00,FRAUD_DETECTOR_V3,v2.9,0.8205,0.8382,0.8152,0.8018,0.8544,7559,22.86,0.2113,0.1942,1.71,Classification,False,OK
MON-000469,2025-10-05,08:00,FRAUD_DETECTOR_V3,v4.3,0.824,0.8197,0.8111,0.8056,0.8916,4102,6.8,0.5335,0.1554,3.64,Classification,True,WARNING
MON-000470,2025-10-05,20:00,FRAUD_DETECTOR_V3,v4.3,0.8613,0.8567,0.8487,0.855,0.9245,1106,40.84,0.1902,0.2433,2.65,Classification,False,OK
MON-000471,2025-10-06,08:00,FRAUD_DETECTOR_V3,v4.0,0.8649,0.8627,0.8516,0.8429,0.9157,2764,23.44,0.3344,0.3424,0.57,Classification,True,WARNING
MON-000472,2025-10-06,20:00,FRAUD_DETECTOR_V3,v4.2,0.8179,0.8203,0.8369,0.7813,0.8615,1548,25.82,0.3717,0.0358,0.17,Classification,True,WARNING
MON-000473,2025-10-07,08:00,FRAUD_DETECTOR_V3,v4.2,0.8545,0.8535,0.8692,0.8279,0.9159,2654,16.16,0.1827,0.0627,3.19,Classification,False,OK
MON-000474,2025-10-07,20:00,FRAUD_DETECTOR_V3,v4.5,0.8278,0.828,0.8214,0.8303,0.8794,1186,21.25,0.289,0.3382,1.75,Classification,False,OK
MON-000475,2025-10-08,08:00,FRAUD_DETECTOR_V3,v2.6,0.8326,0.8405,0.8351,0.7998,0.901,5177,20.37,0.5479,0.143,1.07,Classification,True,WARNING
MON-000476,2025-10-08,20:00,FRAUD_DETECTOR_V3,v2.1,0.8666,0.8579,0.8771,0.8308,0.922,1388,22.26,0.7892,0.3949,4.07,Classification,True,WARNING
MON-000477,2025-10-09,08:00,FRAUD_DETECTOR_V3,v2.8,0.8368,0.8309,0.828,0.828,0.9046,1530,26.81,0.1475,0.321,0.53,Classification,False,OK
MON-000478,2025-10-09,20:00,FRAUD_DETECTOR_V3,v1.9,0.8367,0.8222,0.8348,0.8267,0.8947,4656,9.39,0.2618,0.141,0.82,Classification,False,OK
MON-000479,2025-10-10,08:00,FRAUD_DETECTOR_V3,v4.4,0.8097,0.8057,0.7955,0.7899,0.8729,21688,21.77,0.3448,0.085,7.32,Classification,True,WARNING
MON-000480,2025-10-10,20:00,FRAUD_DETECTOR_V3,v2.5,0.8358,0.8361,0.8227,0.8242,0.8894,1045,38.96,0.3271,0.115,3.58,Classification,True,WARNING
MON-000481,2025-10-11,08:00,FRAUD_DETECTOR_V3,v2.1,0.83,0.8304,0.8401,0.8091,0.8794,1504,16.1,0.2278,0.1688,0.12,Classification,False,OK
MON-000482,2025-10-11,20:00,FRAUD_DETECTOR_V3,v1.0,0.8517,0.8642,0.8526,0.8251,0.8975,3159,40.6,0.1426,0.1623,3.06,Classification,False,OK
MON-000483,2025-10-12,08:00,FRAUD_DETECTOR_V3,v4.0,0.8316,0.8229,0.8321,0.8317,0.8725,1847,9.17,0.1314,0.3748,2.37,Classification,False,OK
MON-000484,2025-10-12,20:00,FRAUD_DETECTOR_V3,v2.0,0.8669,0.8506,0.884,0.843,0.9158,329,49.74,0.3351,0.2619,3.3,Classification,True,WARNING
MON-000485,2025-10-13,08:00,FRAUD_DETECTOR_V3,v1.9,0.8504,0.8513,0.8439,0.8201,0.8903,14906,10.66,0.1257,0.0266,0.16,Classification,False,OK
MON-000486,2025-10-13,20:00,FRAUD_DETECTOR_V3,v4.0,0.8464,0.8445,0.8571,0.8129,0.8923,1036,21.18,0.3652,0.3953,2.38,Classification,True,WARNING
MON-000487,2025-10-14,08:00,FRAUD_DETECTOR_V3,v2.7,0.8565,0.865,0.8441,0.8522,0.9088,4124,23.24,0.1975,0.1819,2.93,Classification,False,OK
MON-000488,2025-10-14,20:00,FRAUD_DETECTOR_V3,v3.2,0.8464,0.8472,0.8401,0.8312,0.9017,6321,20.7,0.2031,0.0425,0.53,Classification,False,OK
MON-000489,2025-10-15,08:00,FRAUD_DETECTOR_V3,v2.3,0.8569,0.8697,0.8461,0.848,0.9206,992,13.8,0.4092,0.1921,1.81,Classification,True,WARNING
MON-000490,2025-10-15,20:00,FRAUD_DETECTOR_V3,v3.3,0.8394,0.838,0.8275,0.8408,0.892,3951,34.89,0.2575,0.3643,1.78,Classification,False,OK
MON-000491,2025-10-16,08:00,FRAUD_DETECTOR_V3,v2.6,0.8406,0.8354,0.8673,0.8188,0.8954,5721,13.03,0.1863,0.0845,2.33,Classification,False,OK
MON-000492,2025-10-16,20:00,FRAUD_DETECTOR_V3,v3.0,0.8262,0.8333,0.8072,0.8305,0.8741,387,73.74,0.5165,0.1636,2.65,Classification,True,WARNING
MON-000493,2025-10-17,08:00,FRAUD_DETECTOR_V3,v3.1,0.828,0.8329,0.8175,0.8103,0.8781,2484,12.2,0.2674,0.0568,1.58,Classification,False,OK
MON-000494,2025-10-17,20:00,FRAUD_DETECTOR_V3,v2.0,0.8683,0.8612,0.8376,0.8517,0.9191,4470,33.7,0.4169,0.4523,1.24,Classification,True,WARNING
