incident_id,incident_date,data_source,check_type,check_name,severity,status,affected_records,total_records,detection_time,resolution_time_hours,root_cause,is_recurrent,sla_breach,error_rate_percent
INC-000673,2026-01-31,CREDIT_BUREAU,ACCURACY_CHECK,CHECK_434,LOW,CLOSED,2427,2457,01:41,1.06,SOURCE_SYSTEM_ERROR,False,False,98.78
INC-000674,2025-11-21,CREDIT_BUREAU,NULL_CHECK,CHECK_500,MEDIUM,CLOSED,283,706243,04:30,44.42,BUSINESS_LOGIC_ERROR,False,False,0.04
INC-000675,2026-03-13,LOAN_REGISTRY,COMPLETENESS_CHECK,CHECK_700,MEDIUM,CLOSED,2,102669,04:40,14.7,BUSINESS_LOGIC_ERROR,False,False,0.0
INC-000676,2025-12-23,FRAUD_DETECTION,FRESHNESS_CHECK,CHECK_749,LOW,IN_PROGRESS,802,14231101,14:57,,MANUAL_DATA_ENTRY,True,False,0.01
INC-000677,2026-02-04,LOAN_REGISTRY,CONSISTENCY_CHECK,CHECK_881,LOW,CLOSED,233,5416,17:57,14.62,DATABASE_CORRUPTION,False,False,4.3
INC-000678,2026-03-04,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_954,LOW,CLOSED,65,573095,10:29,6.21,CONFIGURATION_ERROR,False,False,0.01
INC-000679,2026-01-08,SCORING_ENGINE,CONSISTENCY_CHECK,CHECK_765,LOW,RESOLVED,1660,28788,13:59,41.14,SCHEMA_CHANGE,False,False,5.77
INC-000680,2025-12-19,SCORING_ENGINE,ACCURACY_CHECK,CHECK_797,MEDIUM,IN_PROGRESS,508,15196,23:03,,SOURCE_SYSTEM_ERROR,False,False,3.34
INC-000681,2026-01-19,INTERNET_BANK,DUPLICATE_CHECK,CHECK_758,HIGH,RESOLVED,7503,40530,16:19,14.87,SCHEMA_CHANGE,False,False,18.51
INC-000682,2025-12-24,FRAUD_DETECTION,NULL_CHECK,CHECK_167,CRITICAL,CLOSED,8,28294,18:46,11.85,NETWORK_TIMEOUT,False,False,0.03
INC-000683,2025-10-11,MOBILE_APP,CONSISTENCY_CHECK,CHECK_417,LOW,RESOLVED,10,4638,21:20,0.15,UNKNOWN,False,True,0.22
INC-000684,2026-03-10,LOAN_REGISTRY,SCHEMA_VALIDATION,CHECK_815,LOW,CLOSED,14,16927,17:34,25.98,ETL_PIPELINE_FAILURE,False,False,0.08
INC-000685,2025-12-31,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_547,MEDIUM,IN_PROGRESS,83,40709,00:13,,ETL_PIPELINE_FAILURE,False,False,0.2
INC-000686,2025-12-25,CREDIT_BUREAU,FORMAT_CHECK,CHECK_847,HIGH,CLOSED,3555,9411,18:43,13.07,API_INTEGRATION_ISSUE,False,False,37.77
INC-000687,2025-11-06,CREDIT_BUREAU,SCHEMA_VALIDATION,CHECK_966,HIGH,RESOLVED,42,64918,10:51,17.93,BUSINESS_LOGIC_ERROR,False,False,0.06
INC-000688,2026-03-12,FRAUD_DETECTION,NULL_CHECK,CHECK_344,LOW,IN_PROGRESS,44,12189,11:04,,DATA_DRIFT,False,False,0.36
INC-000689,2025-11-03,MOBILE_APP,ACCURACY_CHECK,CHECK_159,MEDIUM,CLOSED,341,55088,04:17,1.23,NETWORK_TIMEOUT,True,True,0.62
INC-000690,2026-02-11,SCORING_ENGINE,NULL_CHECK,CHECK_350,MEDIUM,OPEN,801,43279,00:21,,CONFIGURATION_ERROR,False,False,1.85
INC-000691,2025-11-10,SCORING_ENGINE,FORMAT_CHECK,CHECK_188,MEDIUM,OPEN,1,54320,12:40,,BUSINESS_LOGIC_ERROR,True,True,0.0
INC-000692,2026-01-12,CREDIT_BUREAU,COMPLETENESS_CHECK,CHECK_544,LOW,RESOLVED,1187,1484,17:53,11.86,UNKNOWN,False,False,79.99
INC-000693,2026-01-03,FRAUD_DETECTION,FORMAT_CHECK,CHECK_218,LOW,RESOLVED,40,197632,05:36,19.15,BUSINESS_LOGIC_ERROR,True,True,0.02
INC-000694,2026-02-08,LOAN_REGISTRY,RANGE_CHECK,CHECK_564,LOW,CLOSED,120,3896,19:24,33.61,UNKNOWN,False,False,3.08
INC-000695,2025-11-01,SCORING_ENGINE,COMPLETENESS_CHECK,CHECK_726,HIGH,CLOSED,2531,15188,05:38,11.12,SCHEMA_CHANGE,True,False,16.66
INC-000696,2025-11-10,LOAN_REGISTRY,NULL_CHECK,CHECK_723,MEDIUM,RESOLVED,96,6053,03:55,3.6,ETL_PIPELINE_FAILURE,False,False,1.59
INC-000697,2025-12-22,MOBILE_APP,CONSISTENCY_CHECK,CHECK_156,LOW,OPEN,6,25404,09:45,,SOURCE_SYSTEM_ERROR,False,False,0.02
INC-000698,2025-09-20,SCORING_ENGINE,NULL_CHECK,CHECK_416,LOW,RESOLVED,7,17636,10:45,2.14,API_INTEGRATION_ISSUE,True,False,0.04
INC-000699,2026-03-02,SCORING_ENGINE,NULL_CHECK,CHECK_782,MEDIUM,CLOSED,140,81014,01:17,0.27,MANUAL_DATA_ENTRY,False,False,0.17
INC-000700,2025-11-13,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_859,CRITICAL,RESOLVED,76,24047,13:05,28.65,API_INTEGRATION_ISSUE,False,False,0.32
INC-000701,2025-10-31,SCORING_ENGINE,RANGE_CHECK,CHECK_773,HIGH,IN_PROGRESS,167,10063,15:56,,NETWORK_TIMEOUT,False,False,1.66
INC-000702,2025-11-09,INTERNET_BANK,NULL_CHECK,CHECK_858,MEDIUM,RESOLVED,66,604,07:23,0.87,BUSINESS_LOGIC_ERROR,True,False,10.93
INC-000703,2025-11-25,CRM_CLIENTS,SCHEMA_VALIDATION,CHECK_279,LOW,CLOSED,1777,129139,14:53,10.4,CONFIGURATION_ERROR,False,False,1.38
INC-000704,2025-11-21,INTERNET_BANK,FRESHNESS_CHECK,CHECK_222,CRITICAL,RESOLVED,155,62011,09:13,1.88,CONFIGURATION_ERROR,False,True,0.25
INC-000705,2026-01-17,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_112,MEDIUM,CLOSED,4,140119,16:19,0.38,UNKNOWN,False,False,0.0
INC-000706,2025-09-21,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_824,MEDIUM,RESOLVED,759,15202,05:07,1.49,API_INTEGRATION_ISSUE,False,False,4.99
INC-000707,2025-10-06,LOAN_REGISTRY,NULL_CHECK,CHECK_240,HIGH,IN_PROGRESS,6717,44975,11:50,,API_INTEGRATION_ISSUE,False,False,14.93
INC-000708,2025-10-09,INTERNET_BANK,SCHEMA_VALIDATION,CHECK_818,MEDIUM,RESOLVED,202,5962,01:49,16.91,DATA_DRIFT,False,False,3.39
INC-000709,2025-10-30,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_111,MEDIUM,RESOLVED,236,4966,06:58,11.13,DATABASE_CORRUPTION,True,False,4.75
INC-000710,2025-12-08,INTERNET_BANK,ACCURACY_CHECK,CHECK_267,MEDIUM,OPEN,31,12491,02:28,,BUSINESS_LOGIC_ERROR,False,False,0.25
INC-000711,2026-02-25,MOBILE_APP,ACCURACY_CHECK,CHECK_608,LOW,IN_PROGRESS,91,139192,16:01,,SOURCE_SYSTEM_ERROR,False,True,0.07
INC-000712,2025-10-10,SCORING_ENGINE,COMPLETENESS_CHECK,CHECK_455,MEDIUM,IN_PROGRESS,405,12713,15:57,,API_INTEGRATION_ISSUE,False,False,3.19
INC-000713,2026-02-28,CRM_CLIENTS,REFERENTIAL_INTEGRITY,CHECK_635,HIGH,IN_PROGRESS,1427,19768,16:09,,NETWORK_TIMEOUT,False,False,7.22
INC-000714,2025-10-25,LOAN_REGISTRY,NULL_CHECK,CHECK_629,LOW,RESOLVED,362,35770,06:21,27.35,UNKNOWN,False,False,1.01
INC-000715,2025-09-17,INTERNET_BANK,ACCURACY_CHECK,CHECK_901,LOW,REOPENED,5631,23171,15:46,7.35,DATABASE_CORRUPTION,False,False,24.3
INC-000716,2025-12-16,INTERNET_BANK,NULL_CHECK,CHECK_942,LOW,RESOLVED,180,167489,16:19,11.81,CONFIGURATION_ERROR,True,False,0.11
INC-000717,2025-12-14,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_838,HIGH,CLOSED,15,4933,10:09,39.16,UNKNOWN,False,True,0.3
INC-000718,2025-11-24,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_365,CRITICAL,RESOLVED,16,26889,03:52,7.2,DATABASE_CORRUPTION,False,False,0.06
INC-000719,2026-01-17,INTERNET_BANK,FORMAT_CHECK,CHECK_270,CRITICAL,RESOLVED,1752,56866,16:43,9.87,NETWORK_TIMEOUT,False,False,3.08
INC-000720,2025-12-29,LOAN_REGISTRY,FRESHNESS_CHECK,CHECK_480,HIGH,OPEN,1112,825,04:13,,DATABASE_CORRUPTION,True,False,134.79
INC-000721,2025-12-16,SCORING_ENGINE,FRESHNESS_CHECK,CHECK_229,MEDIUM,RESOLVED,5,37500,23:02,3.3,UNKNOWN,False,False,0.01
INC-000722,2025-09-16,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_867,LOW,RESOLVED,97,322561,14:24,16.02,BUSINESS_LOGIC_ERROR,True,False,0.03
INC-000723,2025-10-23,LOAN_REGISTRY,FRESHNESS_CHECK,CHECK_899,MEDIUM,IN_PROGRESS,104,10927,22:55,,CONFIGURATION_ERROR,False,False,0.95
INC-000724,2025-12-17,CRM_CLIENTS,FORMAT_CHECK,CHECK_994,MEDIUM,CLOSED,33,2514,16:07,2.88,NETWORK_TIMEOUT,False,True,1.31
INC-000725,2025-12-09,CRM_CLIENTS,NULL_CHECK,CHECK_375,MEDIUM,RESOLVED,8,56053,00:19,0.16,DATA_DRIFT,False,False,0.01
INC-000726,2026-01-28,FRAUD_DETECTION,COMPLETENESS_CHECK,CHECK_850,HIGH,RESOLVED,31,31538,01:43,82.21,BUSINESS_LOGIC_ERROR,True,False,0.1
INC-000727,2026-02-26,PAYMENT_SYSTEM,FORMAT_CHECK,CHECK_220,LOW,IN_PROGRESS,22,462727,19:55,,SOURCE_SYSTEM_ERROR,False,False,0.0
INC-000728,2025-09-06,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_889,MEDIUM,CLOSED,9,52856,02:21,2.4,DATABASE_CORRUPTION,False,False,0.02
INC-000729,2026-01-26,FRAUD_DETECTION,COMPLETENESS_CHECK,CHECK_130,LOW,CLOSED,779,3337,14:56,4.0,API_INTEGRATION_ISSUE,True,False,23.34
INC-000730,2025-12-07,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_443,LOW,RESOLVED,261,3048,01:06,11.54,UNKNOWN,False,False,8.56
INC-000731,2026-01-01,PAYMENT_SYSTEM,NULL_CHECK,CHECK_926,MEDIUM,IN_PROGRESS,58,122962,16:49,,DATA_DRIFT,True,False,0.05
INC-000732,2025-09-02,CRM_CLIENTS,SCHEMA_VALIDATION,CHECK_539,MEDIUM,RESOLVED,2,44973,21:47,0.46,BUSINESS_LOGIC_ERROR,False,False,0.0
INC-000733,2025-11-30,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_378,LOW,IN_PROGRESS,81,19605,09:01,,API_INTEGRATION_ISSUE,False,False,0.41
INC-000734,2025-11-16,INTERNET_BANK,SCHEMA_VALIDATION,CHECK_636,LOW,CLOSED,420,31094,18:48,15.1,NETWORK_TIMEOUT,False,False,1.35
INC-000735,2026-03-12,SCORING_ENGINE,REFERENTIAL_INTEGRITY,CHECK_165,MEDIUM,CLOSED,34,53309,09:40,4.45,UNKNOWN,False,False,0.06
INC-000736,2025-12-09,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_369,LOW,OPEN,14,46427,06:20,,ETL_PIPELINE_FAILURE,False,False,0.03
INC-000737,2025-12-17,LOAN_REGISTRY,ACCURACY_CHECK,CHECK_829,HIGH,OPEN,116,1084,06:12,,SOURCE_SYSTEM_ERROR,False,False,10.7
INC-000738,2026-01-16,FRAUD_DETECTION,FRESHNESS_CHECK,CHECK_690,LOW,CLOSED,290,251046,09:17,3.88,SOURCE_SYSTEM_ERROR,False,False,0.12
INC-000739,2026-03-11,FRAUD_DETECTION,FRESHNESS_CHECK,CHECK_742,HIGH,RESOLVED,2,286995,17:20,6.09,DATA_DRIFT,False,True,0.0
INC-000740,2026-03-08,LOAN_REGISTRY,NULL_CHECK,CHECK_178,MEDIUM,OPEN,2226,822625,14:42,,UNKNOWN,False,False,0.27
INC-000741,2026-01-18,MOBILE_APP,RANGE_CHECK,CHECK_608,LOW,CLOSED,12,532432,03:17,2.31,DATA_DRIFT,False,False,0.0
INC-000742,2026-02-02,CREDIT_BUREAU,DUPLICATE_CHECK,CHECK_566,MEDIUM,RESOLVED,63,378924,04:10,5.87,DATABASE_CORRUPTION,False,True,0.02
INC-000743,2025-10-27,SCORING_ENGINE,DUPLICATE_CHECK,CHECK_623,MEDIUM,RESOLVED,1575,12419,08:07,40.19,NETWORK_TIMEOUT,False,False,12.68
INC-000744,2026-01-03,FRAUD_DETECTION,DUPLICATE_CHECK,CHECK_468,MEDIUM,IN_PROGRESS,190,40244,00:39,,CONFIGURATION_ERROR,True,False,0.47
INC-000745,2025-10-27,PAYMENT_SYSTEM,RANGE_CHECK,CHECK_156,LOW,CLOSED,1329,227293,17:32,4.91,DATABASE_CORRUPTION,False,True,0.58
INC-000746,2025-11-09,SCORING_ENGINE,NULL_CHECK,CHECK_611,LOW,RESOLVED,3318,600,03:13,4.79,SOURCE_SYSTEM_ERROR,False,False,553.0
INC-000747,2025-12-21,PAYMENT_SYSTEM,RANGE_CHECK,CHECK_979,LOW,REOPENED,8,14223,17:22,7.85,SCHEMA_CHANGE,False,False,0.06
INC-000748,2026-01-03,MOBILE_APP,DUPLICATE_CHECK,CHECK_680,MEDIUM,CLOSED,901,727,17:20,22.26,DATABASE_CORRUPTION,False,False,123.93
INC-000749,2025-09-08,CRM_CLIENTS,REFERENTIAL_INTEGRITY,CHECK_270,LOW,IN_PROGRESS,2102,38582,08:09,,CONFIGURATION_ERROR,False,False,5.45
INC-000750,2025-12-09,SCORING_ENGINE,FORMAT_CHECK,CHECK_476,MEDIUM,RESOLVED,69,276956,22:51,19.69,ETL_PIPELINE_FAILURE,False,False,0.02
INC-000751,2025-11-26,INTERNET_BANK,COMPLETENESS_CHECK,CHECK_261,MEDIUM,RESOLVED,82,22870,09:36,1.47,NETWORK_TIMEOUT,False,False,0.36
INC-000752,2026-02-19,FRAUD_DETECTION,RANGE_CHECK,CHECK_361,LOW,RESOLVED,3,7055,07:10,27.03,DATABASE_CORRUPTION,False,False,0.04
INC-000753,2026-02-21,SCORING_ENGINE,NULL_CHECK,CHECK_891,MEDIUM,CLOSED,707,38805,02:19,2.46,BUSINESS_LOGIC_ERROR,False,False,1.82
INC-000754,2025-12-13,SCORING_ENGINE,NULL_CHECK,CHECK_205,HIGH,CLOSED,0,50257,19:57,0.48,NETWORK_TIMEOUT,False,False,0.0
INC-000755,2026-03-05,SCORING_ENGINE,SCHEMA_VALIDATION,CHECK_687,HIGH,OPEN,1030,57866,10:34,,BUSINESS_LOGIC_ERROR,False,False,1.78
INC-000756,2025-10-13,CREDIT_BUREAU,FORMAT_CHECK,CHECK_790,HIGH,CLOSED,8,1939,14:03,2.54,ETL_PIPELINE_FAILURE,False,False,0.41
INC-000757,2025-12-29,SCORING_ENGINE,ACCURACY_CHECK,CHECK_840,LOW,OPEN,2395,35845,04:01,,UNKNOWN,True,False,6.68
INC-000758,2025-10-03,PAYMENT_SYSTEM,FRESHNESS_CHECK,CHECK_218,MEDIUM,CLOSED,327,31835,15:57,7.17,SOURCE_SYSTEM_ERROR,False,False,1.03
INC-000759,2026-02-07,CRM_CLIENTS,DUPLICATE_CHECK,CHECK_333,LOW,CLOSED,1116,146765,21:03,15.1,SOURCE_SYSTEM_ERROR,False,False,0.76
INC-000760,2026-01-15,MOBILE_APP,ACCURACY_CHECK,CHECK_858,MEDIUM,RESOLVED,29,18935,03:24,0.63,UNKNOWN,False,False,0.15
INC-000761,2025-09-07,LOAN_REGISTRY,SCHEMA_VALIDATION,CHECK_621,MEDIUM,RESOLVED,10,1142178,01:05,8.26,SCHEMA_CHANGE,False,False,0.0
INC-000762,2025-12-10,SCORING_ENGINE,DUPLICATE_CHECK,CHECK_102,MEDIUM,CLOSED,4,25969,13:25,4.85,SOURCE_SYSTEM_ERROR,False,False,0.02
INC-000763,2026-01-30,FRAUD_DETECTION,FORMAT_CHECK,CHECK_145,LOW,CLOSED,1316,8466,05:45,11.95,NETWORK_TIMEOUT,False,False,15.54
INC-000764,2026-01-23,SCORING_ENGINE,SCHEMA_VALIDATION,CHECK_979,LOW,RESOLVED,558,2962,19:57,0.54,DATABASE_CORRUPTION,True,True,18.84
INC-000765,2026-02-17,FRAUD_DETECTION,DUPLICATE_CHECK,CHECK_983,LOW,RESOLVED,599,7881,18:40,0.43,DATA_DRIFT,False,False,7.6
INC-000766,2025-09-07,PAYMENT_SYSTEM,FORMAT_CHECK,CHECK_112,LOW,CLOSED,265,4456,22:44,6.69,SOURCE_SYSTEM_ERROR,False,False,5.95
INC-000767,2025-09-22,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_350,MEDIUM,OPEN,440,16122,14:39,,DATA_DRIFT,False,False,2.73
INC-000768,2026-02-12,INTERNET_BANK,ACCURACY_CHECK,CHECK_147,LOW,OPEN,82,642712,11:19,,ETL_PIPELINE_FAILURE,False,False,0.01
INC-000769,2025-12-19,LOAN_REGISTRY,ACCURACY_CHECK,CHECK_583,LOW,IN_PROGRESS,311,1189,10:52,,API_INTEGRATION_ISSUE,False,False,26.16
INC-000770,2025-10-05,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_472,LOW,IN_PROGRESS,26,1368,06:45,,UNKNOWN,False,False,1.9
INC-000771,2025-12-28,FRAUD_DETECTION,FORMAT_CHECK,CHECK_492,CRITICAL,RESOLVED,74,13776,21:51,3.09,NETWORK_TIMEOUT,False,False,0.54
INC-000772,2025-10-17,FRAUD_DETECTION,RANGE_CHECK,CHECK_253,MEDIUM,REOPENED,65294,1442,17:05,6.6,BUSINESS_LOGIC_ERROR,True,False,4528.02
INC-000773,2025-09-13,CRM_CLIENTS,CONSISTENCY_CHECK,CHECK_283,LOW,CLOSED,160,3090,14:36,10.6,MANUAL_DATA_ENTRY,False,False,5.18
INC-000774,2025-11-06,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_978,LOW,OPEN,2,43404,04:05,,SCHEMA_CHANGE,False,False,0.0
INC-000775,2025-12-07,SCORING_ENGINE,DUPLICATE_CHECK,CHECK_136,MEDIUM,RESOLVED,65,19826,22:29,5.79,SOURCE_SYSTEM_ERROR,True,False,0.33
INC-000776,2025-11-23,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_666,LOW,RESOLVED,17,52945,03:29,10.52,UNKNOWN,False,False,0.03
INC-000777,2025-10-25,CRM_CLIENTS,FORMAT_CHECK,CHECK_922,LOW,IN_PROGRESS,204,71834,09:43,,API_INTEGRATION_ISSUE,False,False,0.28
INC-000778,2025-12-26,INTERNET_BANK,COMPLETENESS_CHECK,CHECK_831,MEDIUM,CLOSED,25,322929,20:45,1.85,UNKNOWN,False,False,0.01
INC-000779,2025-11-23,INTERNET_BANK,DUPLICATE_CHECK,CHECK_858,LOW,RESOLVED,97,47007,14:30,8.12,DATABASE_CORRUPTION,False,False,0.21
INC-000780,2025-11-26,PAYMENT_SYSTEM,NULL_CHECK,CHECK_771,HIGH,REOPENED,33,245232,07:14,4.7,SCHEMA_CHANGE,True,False,0.01
INC-000781,2026-03-14,CRM_CLIENTS,ACCURACY_CHECK,CHECK_529,HIGH,RESOLVED,220,27286,04:55,23.96,SOURCE_SYSTEM_ERROR,False,False,0.81
INC-000782,2025-12-07,PAYMENT_SYSTEM,FORMAT_CHECK,CHECK_329,HIGH,CLOSED,42,48091,19:16,17.93,MANUAL_DATA_ENTRY,False,False,0.09
INC-000783,2025-11-11,INTERNET_BANK,NULL_CHECK,CHECK_429,HIGH,IN_PROGRESS,303,46865,11:25,,CONFIGURATION_ERROR,False,False,0.65
INC-000784,2026-03-12,LOAN_REGISTRY,FRESHNESS_CHECK,CHECK_354,LOW,RESOLVED,7311,38914,05:44,1.99,MANUAL_DATA_ENTRY,False,False,18.79
INC-000785,2025-12-17,SCORING_ENGINE,SCHEMA_VALIDATION,CHECK_526,HIGH,IN_PROGRESS,14,33234,21:21,,ETL_PIPELINE_FAILURE,True,True,0.04
INC-000786,2025-11-04,CRM_CLIENTS,REFERENTIAL_INTEGRITY,CHECK_837,MEDIUM,CLOSED,631,840680,10:29,6.38,API_INTEGRATION_ISSUE,False,False,0.08
INC-000787,2025-09-21,MOBILE_APP,REFERENTIAL_INTEGRITY,CHECK_427,HIGH,CLOSED,1,88982,15:01,32.26,CONFIGURATION_ERROR,False,False,0.0
INC-000788,2025-12-30,INTERNET_BANK,NULL_CHECK,CHECK_377,MEDIUM,CLOSED,93,9002,02:30,4.31,BUSINESS_LOGIC_ERROR,False,False,1.03
INC-000789,2025-09-05,INTERNET_BANK,ACCURACY_CHECK,CHECK_945,HIGH,CLOSED,234,2390109,03:22,24.26,API_INTEGRATION_ISSUE,False,False,0.01
INC-000790,2026-03-11,MOBILE_APP,FRESHNESS_CHECK,CHECK_179,LOW,CLOSED,33,10361,15:29,8.45,DATABASE_CORRUPTION,False,False,0.32
INC-000791,2026-01-17,CREDIT_BUREAU,COMPLETENESS_CHECK,CHECK_685,HIGH,IN_PROGRESS,4,21797,05:18,,CONFIGURATION_ERROR,False,True,0.02
INC-000792,2025-09-14,INTERNET_BANK,ACCURACY_CHECK,CHECK_481,LOW,RESOLVED,137,4182,11:38,14.53,DATA_DRIFT,False,False,3.28
INC-000793,2025-11-29,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_222,LOW,CLOSED,3178,92431,18:08,14.79,CONFIGURATION_ERROR,False,False,3.44
INC-000794,2025-10-28,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_614,CRITICAL,CLOSED,110,647239,16:06,8.78,ETL_PIPELINE_FAILURE,False,True,0.02
INC-000795,2026-02-14,CRM_CLIENTS,CONSISTENCY_CHECK,CHECK_789,LOW,CLOSED,453,1116,12:52,22.01,SCHEMA_CHANGE,False,False,40.59
INC-000796,2025-09-18,MOBILE_APP,DUPLICATE_CHECK,CHECK_153,CRITICAL,IN_PROGRESS,1413,12648,22:50,,BUSINESS_LOGIC_ERROR,True,False,11.17
INC-000797,2026-02-14,FRAUD_DETECTION,RANGE_CHECK,CHECK_283,MEDIUM,OPEN,20805,205505,03:20,,BUSINESS_LOGIC_ERROR,False,False,10.12
INC-000798,2025-09-11,MOBILE_APP,FORMAT_CHECK,CHECK_328,CRITICAL,CLOSED,18,2647,17:41,12.15,DATA_DRIFT,False,False,0.68
INC-000799,2026-03-13,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_923,MEDIUM,CLOSED,22,69477,02:50,6.93,SOURCE_SYSTEM_ERROR,False,True,0.03
INC-000800,2025-09-08,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_628,MEDIUM,IN_PROGRESS,82,1631,09:34,,SOURCE_SYSTEM_ERROR,False,False,5.03
INC-000801,2025-11-03,CRM_CLIENTS,REFERENTIAL_INTEGRITY,CHECK_147,LOW,CLOSED,508,49804,14:25,23.77,SCHEMA_CHANGE,False,False,1.02
INC-000802,2025-10-22,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_510,MEDIUM,CLOSED,1,25735,18:26,17.74,SCHEMA_CHANGE,False,False,0.0
INC-000803,2025-09-06,CRM_CLIENTS,SCHEMA_VALIDATION,CHECK_170,LOW,IN_PROGRESS,548,16771070,07:39,,UNKNOWN,False,False,0.0
INC-000804,2026-02-07,CRM_CLIENTS,DUPLICATE_CHECK,CHECK_998,HIGH,CLOSED,199,97629,07:35,43.68,CONFIGURATION_ERROR,True,False,0.2
INC-000805,2025-10-10,CREDIT_BUREAU,FORMAT_CHECK,CHECK_576,LOW,CLOSED,51,285,05:30,16.3,API_INTEGRATION_ISSUE,False,False,17.89
INC-000806,2025-11-01,LOAN_REGISTRY,FORMAT_CHECK,CHECK_986,MEDIUM,CLOSED,347,18967,12:04,11.15,MANUAL_DATA_ENTRY,True,True,1.83
INC-000807,2025-10-03,INTERNET_BANK,ACCURACY_CHECK,CHECK_389,HIGH,CLOSED,879,114530,10:13,30.58,API_INTEGRATION_ISSUE,False,False,0.77
INC-000808,2025-12-31,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_892,HIGH,RESOLVED,1159,9640,22:37,2.12,CONFIGURATION_ERROR,True,False,12.02
INC-000809,2026-02-19,CREDIT_BUREAU,COMPLETENESS_CHECK,CHECK_965,HIGH,RESOLVED,152,8838,13:50,1.8,NETWORK_TIMEOUT,True,False,1.72
INC-000810,2025-09-30,FRAUD_DETECTION,SCHEMA_VALIDATION,CHECK_418,MEDIUM,OPEN,284,9745,13:36,,NETWORK_TIMEOUT,False,False,2.91
INC-000811,2026-01-23,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_435,LOW,OPEN,264,65796,10:34,,CONFIGURATION_ERROR,False,False,0.4
INC-000812,2025-10-26,PAYMENT_SYSTEM,CONSISTENCY_CHECK,CHECK_188,HIGH,RESOLVED,1741,1789,22:15,13.09,CONFIGURATION_ERROR,False,True,97.32
INC-000813,2025-12-29,CRM_CLIENTS,RANGE_CHECK,CHECK_666,LOW,RESOLVED,318,7164,05:42,3.3,BUSINESS_LOGIC_ERROR,False,False,4.44
INC-000814,2026-02-27,LOAN_REGISTRY,NULL_CHECK,CHECK_567,LOW,IN_PROGRESS,539,173852,21:04,,API_INTEGRATION_ISSUE,False,False,0.31
INC-000815,2025-11-05,LOAN_REGISTRY,COMPLETENESS_CHECK,CHECK_108,LOW,RESOLVED,884,8315,23:59,6.32,DATABASE_CORRUPTION,False,False,10.63
INC-000816,2025-12-04,FRAUD_DETECTION,FRESHNESS_CHECK,CHECK_477,MEDIUM,IN_PROGRESS,7458,7377,22:36,,ETL_PIPELINE_FAILURE,False,False,101.1
INC-000817,2025-10-13,CRM_CLIENTS,DUPLICATE_CHECK,CHECK_305,MEDIUM,CLOSED,45,1404,15:07,2.24,DATABASE_CORRUPTION,False,True,3.21
INC-000818,2026-02-03,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_398,LOW,RESOLVED,3833,80163,18:38,0.51,BUSINESS_LOGIC_ERROR,False,False,4.78
INC-000819,2026-02-03,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_677,LOW,CLOSED,20789,51579,14:20,6.41,SCHEMA_CHANGE,False,False,40.31
INC-000820,2026-03-11,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_903,MEDIUM,RESOLVED,52,154003,17:06,17.1,MANUAL_DATA_ENTRY,False,False,0.03
INC-000821,2026-03-03,MOBILE_APP,RANGE_CHECK,CHECK_411,HIGH,OPEN,96,17573,14:11,,MANUAL_DATA_ENTRY,False,False,0.55
INC-000822,2025-09-30,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_857,MEDIUM,CLOSED,62,41421,09:25,1.23,ETL_PIPELINE_FAILURE,False,False,0.15
INC-000823,2025-10-12,CREDIT_BUREAU,COMPLETENESS_CHECK,CHECK_737,MEDIUM,RESOLVED,552,40730,02:38,8.93,MANUAL_DATA_ENTRY,False,False,1.36
INC-000824,2025-11-19,MOBILE_APP,NULL_CHECK,CHECK_348,LOW,RESOLVED,3,1274,03:43,3.67,BUSINESS_LOGIC_ERROR,False,True,0.24
