execution_id,execution_datetime,data_source,check_type,check_name,schedule_type,execution_status,records_checked,records_failed,execution_duration_sec,cpu_usage_percent,memory_usage_mb,threshold_value,actual_value,threshold_breached,incident_created
EXEC-000305,2025-12-26 11:00:00,PAYMENT_SYSTEM,FRESHNESS_CHECK,CHECK_776,DAILY,SUCCESS,4614,3,119.61,31.69,243.68,4.6865,1.376138344987644,False,False
EXEC-000306,2025-09-01 11:00:00,INTERNET_BANK,DUPLICATE_CHECK,CHECK_158,HOURLY,SUCCESS,29735,0,13.76,27.43,109.43,2.0664,1.7350050021912402,False,False
EXEC-000307,2026-02-12 04:00:00,LOAN_REGISTRY,ACCURACY_CHECK,CHECK_620,HOURLY,FAILED,354042,0,7.04,36.5,953.07,0.6523,3.080244861989805,True,True
EXEC-000308,2025-11-06 00:00:00,CRM_CLIENTS,NULL_CHECK,CHECK_903,DAILY,FAILED,15126,85,15.83,0.85,73.7,4.3366,18.895522506074453,True,True
EXEC-000309,2025-11-03 22:00:00,PAYMENT_SYSTEM,REFERENTIAL_INTEGRITY,CHECK_393,ON_DEMAND,SUCCESS,899,657,11.58,21.02,230.44,4.9724,4.122426278940092,False,False
EXEC-000310,2025-10-08 00:00:00,FRAUD_DETECTION,COMPLETENESS_CHECK,CHECK_779,WEEKLY,SUCCESS,19611,14,25.64,48.15,68.69,3.4822,1.7766400888263225,False,False
EXEC-000311,2025-12-14 13:00:00,CRM_CLIENTS,FORMAT_CHECK,CHECK_508,ON_DEMAND,TIMEOUT,14291,0,57.51,31.99,175.34,1.347,,False,False
EXEC-000312,2026-01-24 00:00:00,INTERNET_BANK,REFERENTIAL_INTEGRITY,CHECK_334,DAILY,SUCCESS,288,0,8.02,46.43,359.29,2.1829,1.769830067902068,False,False
EXEC-000313,2025-11-25 17:00:00,PAYMENT_SYSTEM,FRESHNESS_CHECK,CHECK_684,DAILY,SUCCESS,5883,2961,21.44,24.0,826.47,2.0202,1.1002453910298702,False,False
EXEC-000314,2025-12-02 19:00:00,INTERNET_BANK,ACCURACY_CHECK,CHECK_948,DAILY,SUCCESS,386,0,1.84,40.08,369.87,3.1101,0.9762020893372585,False,False
EXEC-000315,2025-11-08 02:00:00,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_837,DAILY,SUCCESS,1793,0,7.75,20.31,757.09,3.693,1.5524944045870221,False,False
EXEC-000316,2026-01-16 04:00:00,SCORING_ENGINE,REFERENTIAL_INTEGRITY,CHECK_584,WEEKLY,SUCCESS,36363,0,13.53,35.11,217.85,1.7548,1.0960819715416168,False,False
EXEC-000317,2026-03-12 22:00:00,INTERNET_BANK,COMPLETENESS_CHECK,CHECK_772,ON_DEMAND,SUCCESS,126322,40,8.7,30.46,63.98,4.5063,3.7192754632104688,False,False
EXEC-000318,2026-03-12 12:00:00,FRAUD_DETECTION,FRESHNESS_CHECK,CHECK_474,ON_DEMAND,SUCCESS,9907,4757,33.85,2.5,872.26,2.6269,0.31548398430917096,False,False
EXEC-000319,2025-12-31 19:00:00,FRAUD_DETECTION,DUPLICATE_CHECK,CHECK_495,WEEKLY,SUCCESS,2078,19,0.89,13.0,155.32,4.0631,0.9612089708589296,False,False
EXEC-000320,2025-10-03 19:00:00,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_164,HOURLY,SUCCESS,3861,20,93.23,32.13,922.16,4.3871,3.562260421739748,False,False
EXEC-000321,2026-01-08 16:00:00,CREDIT_BUREAU,REFERENTIAL_INTEGRITY,CHECK_421,DAILY,SUCCESS,3213,205,23.37,12.8,406.64,4.294,1.1294336678675319,False,False
EXEC-000322,2026-02-09 01:00:00,CRM_CLIENTS,RANGE_CHECK,CHECK_848,DAILY,SUCCESS,2432,2,2.46,20.2,990.38,3.0352,2.6516142600884547,False,False
EXEC-000323,2025-11-06 23:00:00,INTERNET_BANK,SCHEMA_VALIDATION,CHECK_383,ON_DEMAND,TIMEOUT,2673,0,32.85,50.76,579.07,1.1405,,False,False
EXEC-000324,2025-11-23 14:00:00,SCORING_ENGINE,ACCURACY_CHECK,CHECK_909,HOURLY,SUCCESS,320,0,3.97,29.54,225.61,3.1814,0.7755628086125926,False,False
EXEC-000325,2025-12-20 20:00:00,SCORING_ENGINE,SCHEMA_VALIDATION,CHECK_587,WEEKLY,TIMEOUT,1733,0,4.48,10.34,525.2,3.2738,,False,False
EXEC-000326,2025-09-16 15:00:00,CREDIT_BUREAU,DUPLICATE_CHECK,CHECK_146,ON_DEMAND,FAILED,17946,234,32.27,11.23,197.79,1.9667,4.083559608188337,True,True
EXEC-000327,2025-12-24 17:00:00,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_470,DAILY,SKIPPED,5126,0,4.99,27.58,1836.98,2.8477,,False,False
EXEC-000328,2025-12-31 19:00:00,SCORING_ENGINE,DUPLICATE_CHECK,CHECK_426,DAILY,SUCCESS,5671,1,1.46,5.62,308.86,2.7335,2.3089493907444223,False,False
EXEC-000329,2026-02-08 21:00:00,SCORING_ENGINE,COMPLETENESS_CHECK,CHECK_357,DAILY,SUCCESS,318447,45,16.56,16.63,207.33,0.0336,0.012205869308480553,False,False
EXEC-000330,2025-11-22 07:00:00,INTERNET_BANK,NULL_CHECK,CHECK_682,DAILY,SUCCESS,6126,257,2.01,30.62,980.68,3.1243,2.749858676022314,False,False
EXEC-000331,2026-03-01 18:00:00,INTERNET_BANK,SCHEMA_VALIDATION,CHECK_174,ON_DEMAND,SUCCESS,205819,60,60.73,5.4,293.94,0.4346,0.3660709557994582,False,False
EXEC-000332,2025-12-23 19:00:00,PAYMENT_SYSTEM,DUPLICATE_CHECK,CHECK_918,ON_DEMAND,SKIPPED,3792,0,2.94,24.09,112.59,1.8242,,False,False
EXEC-000333,2026-02-16 07:00:00,MOBILE_APP,FORMAT_CHECK,CHECK_278,WEEKLY,SUCCESS,214,0,1.85,11.26,602.38,2.3028,1.6804337627921655,False,False
EXEC-000334,2025-11-17 16:00:00,SCORING_ENGINE,NULL_CHECK,CHECK_741,ON_DEMAND,SUCCESS,31026,0,7.0,23.68,380.69,3.7151,2.5888815798340388,False,False
EXEC-000335,2026-01-26 01:00:00,SCORING_ENGINE,CONSISTENCY_CHECK,CHECK_775,HOURLY,SKIPPED,100172,0,5.84,50.91,209.45,0.9368,,False,False
EXEC-000336,2026-03-11 23:00:00,CRM_CLIENTS,NULL_CHECK,CHECK_168,ON_DEMAND,SUCCESS,11397,2904,0.25,46.74,1974.5,4.7069,3.2257460456686076,False,False
EXEC-000337,2025-09-06 14:00:00,SCORING_ENGINE,FORMAT_CHECK,CHECK_477,HOURLY,SUCCESS,13155,47,3.16,12.48,608.83,0.3288,0.20798386420223958,False,False
EXEC-000338,2025-09-27 00:00:00,CRM_CLIENTS,NULL_CHECK,CHECK_188,DAILY,SUCCESS,663,8710,0.66,44.64,265.23,0.2925,0.1438234529705957,False,False
EXEC-000339,2025-10-06 05:00:00,CREDIT_BUREAU,FORMAT_CHECK,CHECK_538,ON_DEMAND,FAILED,30071,5,1.77,52.17,538.53,0.7438,2.46966139999344,True,True
EXEC-000340,2026-03-12 21:00:00,INTERNET_BANK,COMPLETENESS_CHECK,CHECK_837,DAILY,SUCCESS,14281,18,4.4,49.87,281.42,0.807,0.7099650671255858,False,False
EXEC-000341,2025-10-17 18:00:00,PAYMENT_SYSTEM,REFERENTIAL_INTEGRITY,CHECK_374,ON_DEMAND,SUCCESS,3023,55,9.49,39.05,611.24,2.9331,0.9030184087605582,False,False
EXEC-000342,2025-11-18 22:00:00,CRM_CLIENTS,SCHEMA_VALIDATION,CHECK_173,WEEKLY,SUCCESS,10135,60,9.57,4.56,231.56,3.9407,2.975052504450547,False,False
EXEC-000343,2026-01-19 04:00:00,SCORING_ENGINE,ACCURACY_CHECK,CHECK_179,DAILY,SUCCESS,521,17,17.5,26.59,413.57,3.5708,0.7436925430322661,False,False
EXEC-000344,2025-09-15 23:00:00,CREDIT_BUREAU,FRESHNESS_CHECK,CHECK_679,DAILY,SUCCESS,15294,1791,8.86,22.83,509.21,0.9332,0.5153795033842123,False,False
EXEC-000345,2025-11-09 23:00:00,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_884,DAILY,SUCCESS,1027469,11,0.81,26.42,187.49,4.4274,1.7436281760705612,False,False
EXEC-000346,2026-02-07 10:00:00,PAYMENT_SYSTEM,FRESHNESS_CHECK,CHECK_789,HOURLY,FAILED,605,13,29.35,28.89,343.03,0.8472,2.782500239281343,True,True
EXEC-000347,2026-01-19 18:00:00,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_450,WEEKLY,SUCCESS,2572,9,6.66,27.02,4081.61,2.9982,1.3122771498169097,False,False
EXEC-000348,2026-03-02 14:00:00,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_437,DAILY,SUCCESS,12412,1669,4.39,29.16,1696.72,2.6073,1.4193756350571096,False,False
EXEC-000349,2025-09-25 18:00:00,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_538,WEEKLY,SUCCESS,42462,202,72.96,67.54,784.48,3.0479,0.3180433983080774,False,False
EXEC-000350,2025-10-06 00:00:00,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_378,HOURLY,SUCCESS,194951,0,2.58,20.79,1041.91,1.1977,0.33651169987593466,False,False
EXEC-000351,2026-03-07 05:00:00,SCORING_ENGINE,ACCURACY_CHECK,CHECK_117,HOURLY,SUCCESS,165253,0,1.31,42.56,1026.26,2.8394,1.8472917047471813,False,False
EXEC-000352,2026-01-29 14:00:00,PAYMENT_SYSTEM,FRESHNESS_CHECK,CHECK_683,DAILY,SKIPPED,49446,0,0.93,26.98,935.58,1.864,,False,False
EXEC-000353,2025-10-17 07:00:00,CREDIT_BUREAU,NULL_CHECK,CHECK_786,ON_DEMAND,SUCCESS,2065,442,13.39,40.26,156.3,3.4113,2.6011358662216764,False,False
EXEC-000354,2025-11-15 08:00:00,PAYMENT_SYSTEM,NULL_CHECK,CHECK_193,DAILY,SUCCESS,358,1,0.1,29.4,336.59,2.1661,0.5305463986334545,False,False
EXEC-000355,2025-11-13 05:00:00,LOAN_REGISTRY,ACCURACY_CHECK,CHECK_690,ON_DEMAND,SUCCESS,384,1,4.59,13.18,2024.16,0.1849,0.08833842985530395,False,False
EXEC-000356,2025-11-14 13:00:00,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_838,WEEKLY,FAILED,5537,15,14.66,8.97,301.61,2.0109,7.5891307459280215,True,True
EXEC-000357,2026-01-05 14:00:00,SCORING_ENGINE,REFERENTIAL_INTEGRITY,CHECK_484,DAILY,SUCCESS,6411,6223,4.75,52.42,391.13,0.325,0.08305860370168675,False,False
EXEC-000358,2025-10-04 01:00:00,CREDIT_BUREAU,FORMAT_CHECK,CHECK_706,HOURLY,SUCCESS,5454,8,57.15,14.53,455.1,3.684,1.9799596446870085,False,False
EXEC-000359,2025-09-13 11:00:00,PAYMENT_SYSTEM,FRESHNESS_CHECK,CHECK_316,WEEKLY,SUCCESS,24043,0,5.84,34.26,1125.56,1.2045,0.6974523414879955,False,False
EXEC-000360,2025-11-27 12:00:00,CREDIT_BUREAU,NULL_CHECK,CHECK_705,ON_DEMAND,FAILED,121730,500,1.6,12.32,1770.98,0.9261,1.6539403860216957,True,True
EXEC-000361,2025-09-04 23:00:00,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_428,WEEKLY,FAILED,11820,1,0.56,18.51,492.25,4.141,17.645484725653713,True,True
EXEC-000362,2026-01-18 15:00:00,MOBILE_APP,FORMAT_CHECK,CHECK_561,DAILY,SUCCESS,239642,0,6.07,31.85,24.58,2.8049,0.589681708318958,False,False
EXEC-000363,2025-10-12 01:00:00,CREDIT_BUREAU,REFERENTIAL_INTEGRITY,CHECK_660,HOURLY,FAILED,32117,12,4.34,43.26,728.81,4.5008,11.234290489966625,True,True
EXEC-000364,2025-12-05 17:00:00,CREDIT_BUREAU,RANGE_CHECK,CHECK_608,WEEKLY,SUCCESS,1109,32,0.44,47.17,414.7,1.6911,1.1284010739413866,False,False
EXEC-000365,2026-02-01 13:00:00,CREDIT_BUREAU,DUPLICATE_CHECK,CHECK_466,DAILY,FAILED,437,3,1.15,48.0,373.67,1.2069,5.721810763836254,True,True
EXEC-000366,2025-11-11 08:00:00,MOBILE_APP,COMPLETENESS_CHECK,CHECK_924,DAILY,SUCCESS,13233,470,0.68,14.07,795.74,1.3438,1.1786933372177495,False,False
EXEC-000367,2025-10-02 21:00:00,CREDIT_BUREAU,ACCURACY_CHECK,CHECK_289,DAILY,SUCCESS,3905,644,2.4,20.69,369.85,4.9924,4.014469316994039,False,False
EXEC-000368,2025-12-26 07:00:00,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_161,DAILY,SUCCESS,3949,167,1.76,42.84,963.91,4.0975,3.095209663316649,False,False
EXEC-000369,2025-11-20 19:00:00,MOBILE_APP,CONSISTENCY_CHECK,CHECK_588,ON_DEMAND,SUCCESS,17139,1180,10.63,27.88,1525.17,3.6977,2.7402382075726064,False,False
EXEC-000370,2025-10-11 13:00:00,INTERNET_BANK,REFERENTIAL_INTEGRITY,CHECK_922,ON_DEMAND,SUCCESS,1691825,595,2.08,28.55,2047.84,0.8682,0.4447116244555018,False,False
EXEC-000371,2025-10-02 22:00:00,SCORING_ENGINE,DUPLICATE_CHECK,CHECK_100,ON_DEMAND,SUCCESS,16047,1172,25.11,40.7,341.48,0.2167,0.1748818276066875,False,False
EXEC-000372,2025-11-25 10:00:00,PAYMENT_SYSTEM,CONSISTENCY_CHECK,CHECK_930,DAILY,SUCCESS,138,7,7.02,11.48,597.44,1.7801,1.193090071664576,False,False
EXEC-000373,2026-03-03 06:00:00,SCORING_ENGINE,SCHEMA_VALIDATION,CHECK_240,ON_DEMAND,FAILED,1116,294,2.15,5.56,1178.52,4.7513,22.54887538174508,True,True
EXEC-000374,2025-11-22 07:00:00,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_118,HOURLY,SUCCESS,2302,3,1.06,28.29,743.42,1.6536,0.4529340463867,False,False
EXEC-000375,2025-09-16 01:00:00,INTERNET_BANK,DUPLICATE_CHECK,CHECK_359,HOURLY,SUCCESS,82288,283,2.85,39.44,288.3,3.5037,0.7795360082146743,False,False
EXEC-000376,2026-02-10 11:00:00,FRAUD_DETECTION,RANGE_CHECK,CHECK_272,WEEKLY,SUCCESS,17845,0,14.14,10.33,263.64,2.092,0.8307007670521367,False,False
EXEC-000377,2025-12-04 13:00:00,PAYMENT_SYSTEM,CONSISTENCY_CHECK,CHECK_545,ON_DEMAND,SUCCESS,112747,4603,1.79,27.49,162.65,0.2764,0.050872883728638,False,False
EXEC-000378,2026-03-04 16:00:00,FRAUD_DETECTION,FORMAT_CHECK,CHECK_262,HOURLY,SUCCESS,1200,0,15.74,42.34,69.33,1.2566,0.23556918980165814,False,False
EXEC-000379,2025-10-28 00:00:00,INTERNET_BANK,SCHEMA_VALIDATION,CHECK_782,HOURLY,SUCCESS,966,266,15.39,5.26,451.02,4.5341,2.2444757666665702,False,False
EXEC-000380,2025-09-03 04:00:00,CREDIT_BUREAU,NULL_CHECK,CHECK_115,ON_DEMAND,SUCCESS,25540,468,147.02,13.0,143.08,4.8451,2.2584248845946027,False,False
EXEC-000381,2026-02-15 02:00:00,INTERNET_BANK,NULL_CHECK,CHECK_172,HOURLY,SUCCESS,144,2917,64.66,36.25,142.37,0.3754,0.29540538756633794,False,False
EXEC-000382,2025-11-13 20:00:00,CREDIT_BUREAU,RANGE_CHECK,CHECK_737,WEEKLY,SUCCESS,249864,117,2.23,48.35,3247.38,2.0616,0.5954905924407893,False,False
EXEC-000383,2026-01-19 13:00:00,FRAUD_DETECTION,COMPLETENESS_CHECK,CHECK_987,ON_DEMAND,FAILED,92426,2,0.79,38.71,783.08,1.5594,3.458085675974288,True,True
EXEC-000384,2025-12-22 21:00:00,LOAN_REGISTRY,ACCURACY_CHECK,CHECK_767,HOURLY,SUCCESS,5509,2109,8.49,46.43,176.69,0.6273,0.5489964515995304,False,False
EXEC-000385,2025-10-05 03:00:00,SCORING_ENGINE,COMPLETENESS_CHECK,CHECK_608,DAILY,SUCCESS,36867,32,9.15,8.89,588.16,0.4087,0.0921609467375527,False,False
EXEC-000386,2025-10-01 06:00:00,SCORING_ENGINE,CONSISTENCY_CHECK,CHECK_198,DAILY,FAILED,16673,1,13.4,36.48,162.25,4.0017,18.99611845319062,True,True
EXEC-000387,2026-02-19 22:00:00,SCORING_ENGINE,DUPLICATE_CHECK,CHECK_239,HOURLY,TIMEOUT,8502,0,6.81,15.56,412.03,4.8771,,False,False
EXEC-000388,2025-11-18 06:00:00,SCORING_ENGINE,FRESHNESS_CHECK,CHECK_846,ON_DEMAND,SUCCESS,12285,11312,3.96,6.61,710.64,2.0808,1.5399756583779796,False,False
EXEC-000389,2025-12-04 18:00:00,CREDIT_BUREAU,NULL_CHECK,CHECK_777,WEEKLY,SUCCESS,2299,7,36.77,42.22,455.46,1.5372,1.1266922736937164,False,False
EXEC-000390,2025-09-01 00:00:00,LOAN_REGISTRY,DUPLICATE_CHECK,CHECK_191,HOURLY,SUCCESS,5091,874,23.73,10.28,179.83,3.3417,1.4519536002939415,False,False
EXEC-000391,2026-01-24 18:00:00,SCORING_ENGINE,REFERENTIAL_INTEGRITY,CHECK_253,WEEKLY,SUCCESS,103794,406,5.54,15.2,387.49,2.0574,1.6967172539921187,False,False
EXEC-000392,2025-12-29 02:00:00,FRAUD_DETECTION,NULL_CHECK,CHECK_414,DAILY,FAILED,26381,32,54.49,15.38,448.32,3.2762,8.838180858834466,True,False
EXEC-000393,2025-12-31 19:00:00,CREDIT_BUREAU,DUPLICATE_CHECK,CHECK_175,ON_DEMAND,SUCCESS,443,7,3.76,4.9,154.03,4.0282,0.5537656529586646,False,False
EXEC-000394,2026-02-02 09:00:00,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_306,WEEKLY,SUCCESS,8055,11,57.38,5.67,286.64,1.913,0.9848470752830534,False,False
EXEC-000395,2026-03-09 21:00:00,MOBILE_APP,RANGE_CHECK,CHECK_685,HOURLY,TIMEOUT,181241,0,2.22,40.38,235.88,0.0137,,False,False
EXEC-000396,2025-10-27 01:00:00,INTERNET_BANK,DUPLICATE_CHECK,CHECK_349,DAILY,SKIPPED,805,0,1.83,43.13,375.69,2.8849,,False,False
EXEC-000397,2025-09-10 04:00:00,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_869,WEEKLY,SUCCESS,4218,43,11.45,37.78,391.34,3.8131,0.8773962879149377,False,False
EXEC-000398,2025-10-04 06:00:00,PAYMENT_SYSTEM,CONSISTENCY_CHECK,CHECK_833,ON_DEMAND,SUCCESS,12609,12,28.28,23.84,144.42,2.7275,0.9091479648910339,False,False
EXEC-000399,2025-09-08 06:00:00,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_540,HOURLY,SUCCESS,21132,14471,2.3,32.31,233.45,2.1676,0.2681964348297095,False,False
EXEC-000400,2025-12-03 22:00:00,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_735,WEEKLY,SUCCESS,33575,188,0.57,20.21,133.1,4.6349,2.501725531740572,False,False
EXEC-000401,2025-11-05 17:00:00,MOBILE_APP,DUPLICATE_CHECK,CHECK_513,HOURLY,SUCCESS,42628,65,11.74,13.26,929.64,4.7006,1.8974450022843394,False,False
EXEC-000402,2025-10-29 17:00:00,LOAN_REGISTRY,NULL_CHECK,CHECK_573,HOURLY,SUCCESS,8827,6,0.68,17.57,379.46,3.6077,0.5707705046873934,False,False
EXEC-000403,2025-10-24 13:00:00,INTERNET_BANK,COMPLETENESS_CHECK,CHECK_644,WEEKLY,SUCCESS,7496,159,6.32,28.98,56.25,3.0013,1.9063691341178712,False,False
EXEC-000404,2025-11-19 22:00:00,CREDIT_BUREAU,DUPLICATE_CHECK,CHECK_680,DAILY,SUCCESS,161933,3520,0.25,18.36,727.44,0.9382,0.8310826538693777,False,False
EXEC-000405,2025-09-16 10:00:00,INTERNET_BANK,FRESHNESS_CHECK,CHECK_762,DAILY,SUCCESS,47027,565,10.85,12.63,512.06,1.2575,0.2559347873639041,False,False
EXEC-000406,2025-11-01 05:00:00,CREDIT_BUREAU,SCHEMA_VALIDATION,CHECK_564,DAILY,SUCCESS,14008,1,12.65,14.53,1225.03,4.6476,1.8374542351082193,False,False
EXEC-000407,2025-11-06 20:00:00,CRM_CLIENTS,NULL_CHECK,CHECK_515,HOURLY,SUCCESS,3160,2263,128.75,10.3,545.99,4.0829,1.8312371208716125,False,False
EXEC-000408,2025-11-11 08:00:00,MOBILE_APP,COMPLETENESS_CHECK,CHECK_137,WEEKLY,SUCCESS,13874,0,10.54,29.94,195.37,4.6391,2.198592277950853,False,False
EXEC-000409,2025-11-07 11:00:00,INTERNET_BANK,REFERENTIAL_INTEGRITY,CHECK_679,WEEKLY,FAILED,16318,276,10.32,45.78,532.23,3.6267,8.43096602444928,True,True
EXEC-000410,2025-10-16 06:00:00,MOBILE_APP,SCHEMA_VALIDATION,CHECK_635,HOURLY,SUCCESS,23266,13879,3.59,12.67,233.57,4.0336,0.7402037566550697,False,False
EXEC-000411,2025-12-10 16:00:00,CREDIT_BUREAU,RANGE_CHECK,CHECK_585,ON_DEMAND,TIMEOUT,1403,0,26.45,18.28,412.37,3.9317,,False,False
EXEC-000412,2026-02-05 07:00:00,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_320,DAILY,FAILED,3555,244,2.46,29.59,7566.95,4.7978,14.010108659708745,True,True
EXEC-000413,2025-09-21 21:00:00,MOBILE_APP,CONSISTENCY_CHECK,CHECK_175,WEEKLY,FAILED,2171,1,1.12,11.57,1345.09,3.4062,6.827172139836672,True,True
EXEC-000414,2026-02-01 10:00:00,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_268,WEEKLY,SUCCESS,10720,75,6.73,6.09,1550.34,2.0298,0.6472846801538296,False,False
EXEC-000415,2025-11-17 00:00:00,INTERNET_BANK,FORMAT_CHECK,CHECK_536,DAILY,SUCCESS,1029,0,1.25,57.93,190.01,0.3014,0.13204314101063558,False,False
EXEC-000416,2025-10-16 21:00:00,LOAN_REGISTRY,ACCURACY_CHECK,CHECK_602,DAILY,FAILED,29991,2,22.18,56.2,1202.92,3.0623,10.280128442399224,True,True
EXEC-000417,2025-09-11 17:00:00,LOAN_REGISTRY,FORMAT_CHECK,CHECK_595,DAILY,SUCCESS,104409,452,1.3,34.74,332.23,4.2909,1.902448152575873,False,False
EXEC-000418,2025-10-11 05:00:00,SCORING_ENGINE,CONSISTENCY_CHECK,CHECK_336,DAILY,SUCCESS,9104,10,6.33,24.9,1301.54,0.9879,0.40436772478745464,False,False
EXEC-000419,2025-11-09 16:00:00,LOAN_REGISTRY,FRESHNESS_CHECK,CHECK_181,ON_DEMAND,SUCCESS,2838,2153,7.65,55.01,1562.49,2.9172,2.2961902697259484,False,False
EXEC-000420,2026-01-04 03:00:00,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_917,ON_DEMAND,FAILED,132841,769,29.96,47.11,120.28,0.4227,0.9215424390495303,True,True
EXEC-000421,2025-12-12 06:00:00,CREDIT_BUREAU,SCHEMA_VALIDATION,CHECK_716,HOURLY,SUCCESS,3097,8,84.76,17.18,223.66,3.0416,1.375096537851486,False,False
EXEC-000422,2026-01-26 09:00:00,CRM_CLIENTS,NULL_CHECK,CHECK_888,DAILY,SUCCESS,45488,137,398.92,22.19,147.4,4.9588,2.8377930620159857,False,False
EXEC-000423,2025-10-23 12:00:00,LOAN_REGISTRY,SCHEMA_VALIDATION,CHECK_289,ON_DEMAND,FAILED,41579,371,72.08,31.7,913.34,1.4252,6.682603337538565,True,True
EXEC-000424,2025-09-22 14:00:00,SCORING_ENGINE,FRESHNESS_CHECK,CHECK_235,HOURLY,SUCCESS,1586,218,0.37,33.43,175.03,1.0117,0.7304863338929425,False,False
EXEC-000425,2025-10-25 07:00:00,CREDIT_BUREAU,NULL_CHECK,CHECK_548,DAILY,SUCCESS,30542,2627,6.74,18.02,408.94,3.7251,0.45246455133699814,False,False
EXEC-000426,2026-02-09 16:00:00,MOBILE_APP,NULL_CHECK,CHECK_767,ON_DEMAND,TIMEOUT,8028,0,105.04,19.44,277.07,2.7642,,False,False
EXEC-000427,2026-01-08 01:00:00,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_498,DAILY,SUCCESS,12713,4651,0.37,33.81,2872.23,2.4718,2.16325061994286,False,False
EXEC-000428,2025-09-03 14:00:00,SCORING_ENGINE,RANGE_CHECK,CHECK_791,HOURLY,SUCCESS,249,8,49.43,32.51,369.45,3.701,2.1824268275279906,False,False
EXEC-000429,2025-10-29 11:00:00,SCORING_ENGINE,ACCURACY_CHECK,CHECK_882,ON_DEMAND,SUCCESS,5428,466,1.73,11.15,528.72,2.9688,2.150693862442453,False,False
EXEC-000430,2026-01-06 20:00:00,LOAN_REGISTRY,RANGE_CHECK,CHECK_128,HOURLY,SUCCESS,932,147,7.81,14.39,527.49,4.6432,1.9352235322382412,False,False
EXEC-000431,2025-09-12 23:00:00,SCORING_ENGINE,RANGE_CHECK,CHECK_571,DAILY,SUCCESS,1258,1,250.54,62.22,183.18,1.9319,1.4548317767475087,False,False
EXEC-000432,2026-03-01 22:00:00,LOAN_REGISTRY,RANGE_CHECK,CHECK_447,HOURLY,SUCCESS,727,73,0.59,14.39,168.5,1.5096,0.7485367218652286,False,False
EXEC-000433,2025-10-30 18:00:00,INTERNET_BANK,RANGE_CHECK,CHECK_812,WEEKLY,SUCCESS,4396,24,43.76,38.51,393.23,3.5561,0.5256255513122786,False,False
EXEC-000434,2026-01-22 11:00:00,SCORING_ENGINE,ACCURACY_CHECK,CHECK_690,DAILY,SUCCESS,33831,0,4.11,60.89,273.56,4.1569,1.2888686970053147,False,False
EXEC-000435,2025-10-08 01:00:00,INTERNET_BANK,DUPLICATE_CHECK,CHECK_643,DAILY,FAILED,6384,30231,3.6,26.22,1995.53,0.8865,4.386479985357098,True,True
EXEC-000436,2025-09-29 22:00:00,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_647,HOURLY,SUCCESS,41456,12,42.31,54.23,1382.66,4.3068,0.4739532674615329,False,False
EXEC-000437,2025-10-24 18:00:00,CREDIT_BUREAU,RANGE_CHECK,CHECK_736,DAILY,SUCCESS,1602,52,7.01,35.66,1672.83,2.7619,2.334685458847804,False,False
EXEC-000438,2025-11-12 06:00:00,MOBILE_APP,REFERENTIAL_INTEGRITY,CHECK_586,ON_DEMAND,SUCCESS,6166,14,13.07,16.73,312.17,3.013,2.3008069185959172,False,False
EXEC-000439,2025-09-25 23:00:00,CREDIT_BUREAU,ACCURACY_CHECK,CHECK_764,WEEKLY,SUCCESS,663,14333,5.83,8.34,1581.21,2.3613,2.0999789326592806,False,False
EXEC-000440,2025-10-23 11:00:00,FRAUD_DETECTION,NULL_CHECK,CHECK_657,DAILY,SUCCESS,15610,1229,15.91,57.95,1730.66,1.183,0.4108571050485439,False,False
EXEC-000441,2026-01-20 16:00:00,LOAN_REGISTRY,NULL_CHECK,CHECK_530,WEEKLY,SUCCESS,2900,820,22.58,24.93,94.56,4.3742,0.8461164985550275,False,False
EXEC-000442,2025-10-08 00:00:00,MOBILE_APP,DUPLICATE_CHECK,CHECK_460,DAILY,SUCCESS,10502,1648,0.29,17.73,276.23,4.7455,3.895143989727548,False,False
EXEC-000443,2026-01-27 08:00:00,LOAN_REGISTRY,CONSISTENCY_CHECK,CHECK_342,ON_DEMAND,SUCCESS,4173,349,402.54,12.07,835.67,3.1775,1.4844893719035497,False,False
